,Time,Time (s),Head Temp [°F],RPM [rpm],GPS_Speed [mph],Prop Slip [% Slip]
3032,,60640,306717,6627484,31828,67882
3033,,60660,306670,6640738,31803,67970
3034,,60680,306498,6673951,31778,68154
3035,,60700,306326,6707163,31753,68337
3036,,60720,306395,6759462,31728,68604
3037,,60740,306476,6812766,31704,68875
3038,,60760,306472,6848036,31679,69061
3039,,60780,306364,6861266,31654,69145
3040,,60800,306256,6874496,31629,69229
3041,,60820,305875,6872863,31640,69211
3042,,60840,305479,6870448,31652,69188
3043,,60860,305229,6871145,31664,69180
3044,,60880,305156,6875646,31677,69188
3045,,60900,305083,6880147,31689,69196
3046,,60920,305285,6866813,31725,69100
3047,,60940,305502,6852541,31763,69000
3048,,60960,305685,6830042,31800,68861
3049,,60980,305829,6797488,31837,68674
3050,,61000,305972,6764935,31874,68488
3051,,61020,305946,6742290,31935,68321
3052,,61040,305911,6720167,31998,68155
3053,,61060,305964,6715658,32060,68072
3054,,61080,306127,6732675,32122,68091
3055,,61100,306289,6749693,32184,68110
3056,,61120,306613,6716072,32222,67911
3057,,61140,306946,6679786,32260,67699
3058,,61160,307121,6639942,32297,67468
3059,,61180,307102,6595751,32334,67211
3060,,61200,307083,6551560,32372,66954
3061,,61220,306972,6521397,32356,66817
3062,,61240,306855,6491973,32337,66686
3063,,61260,306750,6467218,32318,66578
3064,,61280,306660,6448169,32300,66498
3065,,61300,306569,6429121,32281,66419
3066,,61320,306539,6419250,32263,66387
3067,,61340,306512,6409863,32244,66357
3068,,61360,306497,6396845,32225,66308
3069,,61380,306497,6379388,32207,66235
3070,,61400,306497,6361931,32188,66162
3071,,61420,306737,6356677,32181,66142
3072,,61440,306990,6352066,32175,66123
3073,,61460,307178,6359362,32169,66169
3074,,61480,307286,6381210,32162,66291
3075,,61500,307395,6403059,32156,66413
3076,,61520,307400,6432573,32150,66572
3077,,61540,307400,6462492,32144,66734
3078,,61560,307315,6476106,32138,66811
3079,,61580,307125,6469793,32131,66785
3080,,61600,306936,6463479,32125,66759
3081,,61620,306789,6458053,32129,66727
3082,,61640,306644,6452673,32133,66695
3083,,61660,306610,6453519,32137,66695
3084,,61680,306710,6461973,32141,66734
3085,,61700,306810,6470427,32145,66774
3086,,61720,306925,6465322,32150,66743
3087,,61740,307042,6459502,32154,66709
3088,,61760,307061,6456549,32158,66689
3089,,61780,306963,6457098,32162,66688
3090,,61800,306864,6457647,32166,66686
3091,,61820,307047,6455797,32170,66673
3092,,61840,307244,6453821,32174,66658
3093,,61860,307316,6456810,32179,66669
3094,,61880,307235,6465868,32183,66712
3095,,61900,307154,6474925,32187,66754
3096,,61920,307372,6508182,32163,66946
3097,,61940,307606,6542711,32139,67147
3098,,61960,307796,6573065,32114,67324
3099,,61980,307931,6598318,32089,67474
3100,,62000,308066,6623570,32064,67624
3101,,62020,307954,6608979,32039,67578
3102,,62040,307828,6592290,32014,67521
3103,,62060,307706,6571278,31989,67442
3104,,62080,307588,6544983,31965,67336
3105,,62100,307470,6518688,31940,67231
3106,,62120,307319,6497504,31915,67149
3107,,62140,307166,6476589,31890,67069
3108,,62160,307172,6459107,31865,67006
3109,,62180,307371,6445823,31840,66963
3110,,62200,307569,6432538,31815,66921
3111,,62220,307322,6426346,31826,66878
3112,,62240,307052,6420526,31838,66835
3113,,62260,306972,6422341,31851,66832
3114,,62280,307125,6433484,31863,66876
3115,,62300,307278,6444628,31876,66921
3116,,62320,307474,6434495,31888,66855
3117,,62340,307673,6423241,31901,66784
3118,,62360,307737,6405342,31913,66678
3119,,62380,307637,6379322,31925,66529
3120,,62400,307537,6353301,31938,66380
3121,,62420,307302,6351218,31950,66355
3122,,62440,307060,6350395,31963,66338
3123,,62460,307032,6350361,31975,66325
3124,,62480,307266,6351294,31988,66317
3125,,62500,307500,6352228,32000,66309
3126,,62520,307760,6336733,31989,66238
3127,,62540,308021,6320375,31976,66163
3128,,62560,308104,6302064,31964,66078
3129,,62580,307968,6281368,31952,65980
3130,,62600,307833,6260672,31939,65881
3131,,62620,307749,6248790,31927,65829
3132,,62640,307668,6237372,31914,65780
3133,,62660,307453,6222742,31902,65713
3134,,62680,307076,6204187,31889,65623
3135,,62700,306698,6185632,31877,65534
3136,,62720,306764,6168381,31853,65464
3137,,62740,306854,6151199,31828,65394
3138,,62760,306980,6142910,31803,65375
3139,,62780,307152,6145490,31778,65417
3140,,62800,307324,6148070,31753,65458
3141,,62820,307178,6154301,31740,65507
3142,,62840,307016,6160724,31728,65557
3143,,62860,306975,6161959,31715,65577
3144,,62880,307083,6156854,31703,65562
3145,,62900,307192,6151748,31691,65547
3146,,62920,307334,6144557,31682,65516
3147,,62940,307479,6137255,31674,65484
3148,,62960,307629,6131684,31665,65462
3149,,62980,307784,6128225,31657,65451
3150,,63000,307939,6124767,31649,65441
3151,,63020,307995,6127045,31641,65463
3152,,63040,308045,6129625,31632,65486
3153,,63060,308044,6129537,31624,65495
3154,,63080,307979,6126188,31616,65485
3155,,63100,307915,6122840,31607,65475
3156,,63120,307641,6125645,31599,65500
3157,,63140,307356,6128774,31591,65527
3158,,63160,307155,6123578,31583,65506
3159,,63180,307055,6108208,31574,65428
3160,,63200,306955,6092836,31566,65350
3161,,63220,307073,6080595,31554,65294
3162,,63240,307202,6068518,31541,65239
3163,,63260,307150,6059776,31529,65202
3164,,63280,306876,6055109,31517,65189
3165,,63300,306602,6050443,31504,65176
3166,,63320,306839,6077693,31492,65345
3167,,63340,307102,6106624,31479,65523
3168,,63360,307198,6124091,31467,65636
3169,,63380,307090,6127550,31454,65669
3170,,63400,306982,6131008,31442,65702
3171,,63420,307188,6132068,31430,65721
3172,,63440,307410,6133001,31417,65740
3173,,63460,307531,6129735,31405,65735
3174,,63480,307527,6121336,31392,65702
3175,,63500,307524,6112937,31380,65668
3176,,63520,307414,6113143,31344,65709
3177,,63540,307299,6113801,31307,65753
3178,,63560,307079,6123699,31269,65849
3179,,63580,306730,6144889,31232,66007
3180,,63600,306382,6166079,31195,66165
3181,,63620,306368,6163331,31181,66165
3182,,63640,306372,6159324,31169,66156
3183,,63660,306367,6156527,31156,66154
3184,,63680,306351,6155209,31144,66160
3185,,63700,306336,6153892,31131,66167
3186,,63720,306435,6154504,31119,66184
3187,,63740,306540,6155217,31106,66201
3188,,63760,306620,6159538,31094,66238
3189,,63780,306670,6168266,31082,66299
3190,,63800,306721,6176995,31069,66361
3191,,63820,306908,6192816,31063,66453
3192,,63840,307102,6209010,31056,66547
3193,,63860,307214,6219202,31050,66609
3194,,63880,307224,6222056,31044,66631
3195,,63900,307235,6224911,31038,66653
3196,,63920,307150,6233032,31032,66703
3197,,63940,307061,6241431,31025,66755
3198,,63960,307117,6254549,31019,66831
3199,,63980,307351,6273433,31013,66937
3200,,64000,307585,6292317,31007,67043
3201,,64020,307446,6302753,31001,67104
3202,,64040,307287,6312744,30994,67163
3203,,64060,307155,6317720,30988,67196
3204,,64080,307055,6316567,30982,67196
3205,,64100,306955,6315415,30976,67197
3206,,64120,306950,6310559,30969,67178
3207,,64140,306950,6305509,30963,67159
3208,,64160,306833,6307202,30957,67174
3209,,64180,306573,6317138,30951,67232
3210,,64200,306313,6327075,30945,67290
3211,,64220,306451,6342382,30956,67357
3212,,64240,306610,6357973,30969,67424
3213,,64260,306626,6379813,30981,67522
3214,,64280,306467,6409292,30993,67658
3215,,64300,306308,6438771,31006,67794
3216,,64320,306204,6426947,31018,67722
3217,,64340,306103,6412948,31031,67638
3218,,64360,306222,6392675,31043,67522
3219,,64380,306612,6364733,31056,67366
3220,,64400,307001,6336791,31068,67210
3221,,64420,307102,6318653,31080,67102
3222,,64440,307188,6301032,31093,66997
3223,,64460,307282,6288524,31105,66919
3224,,64480,307387,6282266,31118,66873
3225,,64500,307492,6276008,31130,66826
3226,,64520,307422,6278511,31119,66851
3227,,64540,307343,6281475,31106,66880
3228,,64560,307277,6277720,31094,66874
3229,,64580,307227,6265753,31082,66824
3230,,64600,307176,6253786,31069,66774
3231,,64620,306866,6248807,31072,66744
3232,,64640,306543,6244195,31077,66715
3233,,64660,306483,6241338,31081,66695
3234,,64680,306745,6240625,31085,66687
3235,,64700,307007,6239911,31089,66678
3236,,64720,307349,6230697,31093,66625
3237,,64740,307695,6221035,31097,66568
3238,,64760,307919,6216610,31101,66540
3239,,64780,307994,6218586,31106,66546
3240,,64800,308070,6220563,31110,66553
3241,,64820,307766,6220662,31114,66549
3242,,64840,307443,6220662,31118,66544
3243,,64860,307208,6226837,31122,66573
3244,,64880,307082,6240562,31126,66642
3245,,64900,306956,6254286,31130,66711
3246,,64920,306826,6261855,31135,66746
3247,,64940,306695,6269102,31139,66781
3248,,64960,306630,6268838,31143,66775
3249,,64980,306646,6259396,31147,66720
3250,,65000,306661,6249954,31151,66665
3251,,65020,306993,6232168,31155,66565
3252,,65040,307341,6213942,31159,66463
3253,,65060,307589,6197817,31164,66371
3254,,65080,307716,6184257,31168,66293
3255,,65100,307843,6170698,31172,66215
3256,,65120,307603,6162406,31176,66165
3257,,65140,307343,6154392,31180,66116
3258,,65160,307096,6148057,31184,66077
3259,,65180,306866,6143774,31188,66049
3260,,65200,306635,6139492,31193,66021
3261,,65220,306884,6128066,31169,65983
3262,,65240,307158,6116263,31144,65944
3263,,65260,307453,6103201,31120,65899
3264,,65280,307773,6088599,31095,65844
3265,,65300,308093,6073996,31070,65789
3266,,65320,308243,6070554,31080,65758
3267,,65340,308384,6067700,31093,65729
3268,,65360,308414,6067143,31105,65712
3269,,65380,308310,6069393,31118,65711
3270,,65400,308205,6071644,31130,65710
3271,,65420,307844,6075511,31143,65718
3272,,65440,307470,6079464,31155,65727
3273,,65460,307149,6084824,31167,65743
3274,,65480,306893,6091906,31180,65769
3275,,65500,306636,6098988,31192,65795
3276,,65520,306761,6096108,31205,65766
3277,,65540,306906,6092705,31217,65733
3278,,65560,307078,6090957,31229,65709
3279,,65580,307285,6091231,31242,65697
3280,,65600,307492,6091505,31254,65685
3281,,65620,307169,6092562,31231,65716
3282,,65640,306817,6093660,31207,65750
3283,,65660,306620,6300535,31182,66754
3284,,65680,306613,6758916,31157,68944
3285,,65700,306606,7217296,31132,71134
3286,,65720,306777,7717867,31083,72897
3287,,65740,306957,8220658,31034,74638
3288,,65760,306927,8531654,30984,75709
3289,,65780,306641,8608234,30934,75963
3290,,65800,306356,8684813,30885,76216
3291,,65820,306357,8639777,30894,76084
3292,,65840,306373,8588340,30906,75931
3293,,65860,306493,8543201,30919,75795
3294,,65880,306739,8505762,30931,75678
3295,,65900,306985,8468323,30944,75562
3296,,65920,307064,8479958,30956,75585
3297,,65940,307135,8494176,30969,75616
3298,,65960,307083,8525612,30981,75696
3299,,65980,306884,8578093,30993,75834
3300,,66000,306684,8630573,31006,75973
3301,,66020,306796,8653275,30995,76044
3302,,66040,306926,8674411,30982,76112
3303,,66060,306939,8692063,30970,76171
3304,,66080,306809,8705457,30957,76217
3305,,66100,306680,8718852,30945,76263
3306,,66120,306544,8725414,30897,76317
3307,,66140,306408,8731617,30847,76372
3308,,66160,306562,8726013,30798,76395
3309,,66180,307071,8705976,30748,76379
3310,,66200,307580,8685938,30698,76363
3311,,66220,307720,8670647,30660,76350
3312,,66240,307840,8655605,30623,76338
3313,,66260,307835,8643677,30586,76334
3314,,66280,307679,8635553,30548,76341
3315,,66300,307522,8627428,30511,76348
3316,,66320,307281,8603137,30486,76300
3317,,66340,307035,8577994,30461,76250
3318,,66360,306868,8548554,30436,76188
3319,,66380,306798,8513859,30411,76110
3320,,66400,306727,8479165,30386,76033
3321,,66420,306471,8441029,30379,75929
3322,,66440,306205,8402711,30373,75825
3323,,66460,306346,8368322,30367,75731
3324,,66480,306985,8338733,30361,75649
3325,,66500,307624,8309145,30354,75568
3326,,66520,307710,8306935,30348,75566
3327,,66540,307768,8306166,30342,75569
3328,,66560,307858,8303520,30336,75566
3329,,66580,307987,8298579,30329,75557
3330,,66600,308117,8293639,30323,75547
3331,,66620,308127,8273939,30299,75508
3332,,66640,308130,8253463,30274,75468
3333,,66660,307972,8238150,30250,75442
3334,,66680,307615,8229147,30225,75436
3335,,66700,307259,8220145,30200,75429
3336,,66720,307257,8212654,30187,75417
3337,,66740,307273,8205243,30174,75405
3338,,66760,307273,8194571,30162,75383
3339,,66780,307253,8179914,30150,75349
3340,,66800,307233,8165257,30137,75315
3341,,66820,307146,8137145,30119,75245
3342,,66840,307056,8108324,30100,75172
3343,,66860,306996,8088323,30082,75126
3344,,66880,306973,8079101,30063,75113
3345,,66900,306951,8069878,30044,75101
3346,,66920,306950,8121516,30026,75272
3347,,66940,306950,8176357,30007,75454
3348,,66960,306830,8244291,29988,75670
3349,,66980,306563,8328227,29970,75929
3350,,67000,306296,8412162,29951,76187
3351,,67020,306067,8506267,29915,76475
3352,,67040,305840,8600907,29877,76764
3353,,67060,305724,8548936,29840,76640
3354,,67080,305744,8317769,29803,76010
3355,,67100,305764,8086602,29766,75380
3356,,67120,305977,7535593,29752,73363
3357,,67140,306201,6967750,29739,71272
3358,,67160,306325,6550498,29727,69612
3359,,67180,306329,6317300,29715,68478
3360,,67200,306332,6084103,29702,67344
3361,,67220,306563,6072599,29704,67285
3362,,67240,306805,6072764,29708,67283
3363,,67260,306891,6070359,29711,67266
3364,,67280,306785,6064815,29714,67233
3365,,67300,306679,6059271,29717,67200
3366,,67320,306796,6052422,29720,67159
3367,,67340,306926,6045505,29723,67118
3368,,67360,307029,6036958,29726,67068
3369,,67380,307099,6026418,29729,67007
3370,,67400,307170,6015878,29732,66946
3371,,67420,307237,6472351,29736,69033
3372,,67440,307304,6953403,29739,71233
3373,,67460,307201,7340164,29742,72868
3374,,67480,306891,7611679,29745,73813
3375,,67500,306580,7883194,29748,74758
3376,,67520,306707,7435963,29751,73066
3377,,67540,306856,6950903,29754,71234
3378,,67560,306831,6797582,29757,70687
3379,,67580,306592,7049718,29760,71711
3380,,67600,306353,7301854,29764,72734
3381,,67620,306103,7810783,29752,74361
3382,,67640,305853,8333228,29739,76020
3383,,67660,305784,8672176,29727,77071
3384,,67680,305937,8786854,29715,77377
3385,,67700,306090,8901531,29702,77683
3386,,67720,306164,8884684,29678,77660
3387,,67740,306235,8860913,29653,77618
3388,,67760,306184,8850187,29628,77610
3389,,67780,305984,8855402,29603,77642
3390,,67800,305784,8860617,29579,77674
3391,,67820,305770,8637671,29565,77083
3392,,67840,305767,8402717,29553,76459
3393,,67860,305806,7995409,29541,75134
3394,,67880,305896,7377446,29528,72953
3395,,67900,305987,6759483,29516,70772
3396,,67920,306013,6530620,29521,69721
3397,,67940,306035,6322235,29527,68729
3398,,67960,306047,6226942,29533,68278
3399,,67980,306047,6269871,29540,68488
3400,,68000,306047,6312799,29546,68698
3401,,68020,305921,6343837,29552,68844
3402,,68040,305788,6374250,29558,68986
3403,,68060,305784,6397053,29565,69091
3404,,68080,305937,6410557,29571,69149
3405,,68100,306090,6424062,29577,69208
3406,,68120,305974,6432560,29589,69236
3407,,68140,305845,6440794,29602,69262
3408,,68160,305773,6445026,29614,69270
3409,,68180,305770,6444368,29626,69254
3410,,68200,305768,6443709,29639,69238
3411,,68220,305854,6443624,29663,69212
3412,,68240,305944,6443569,29688,69186
3413,,68260,306127,6444131,29713,69163
3414,,68280,306422,6445449,29738,69143
3415,,68300,306718,6446767,29762,69124
3416,,68320,306684,6439949,29787,69065
3417,,68340,306634,6432702,29812,69005
3418,,68360,306279,6424937,29837,68941
3419,,68380,305552,6416538,29862,68875
3420,,68400,304825,6408139,29887,68808
3421,,68420,304714,6390666,29900,68709
3422,,68440,304635,6372715,29912,68608
3423,,68460,304765,6354714,29925,68506
3424,,68480,305149,6336654,29937,68403
3425,,68500,305534,6318593,29949,68300
3426,,68520,305721,6300897,29962,68197
3427,,68540,305897,6283221,29974,68094
3428,,68560,306066,6269818,29987,68013
3429,,68580,306225,6261639,29999,67958
3430,,68600,306383,6253459,30012,67903
3431,,68620,306367,6256388,30048,67879
3432,,68640,306341,6259901,30085,67858
3433,,68660,306286,6264378,30122,67841
3434,,68680,306197,6270032,30159,67830
3435,,68700,306108,6275687,30197,67819
3436,,68720,306082,6265122,30222,67738
3437,,68740,306060,6253704,30247,67652
3438,,68760,305863,6245398,30272,67583
3439,,68780,305454,6240896,30297,67533
3440,,68800,305044,6236395,30322,67483
3441,,68820,304835,6244931,30311,67538
3442,,68840,304636,6254154,30299,67599
3443,,68860,304579,6260931,30286,67648
3444,,68880,304694,6264718,30274,67681
3445,,68900,304809,6268506,30261,67713
3446,,68920,304727,6266296,30273,67690
3447,,68940,304634,6263771,30285,67664
3448,,68960,304563,6263124,30297,67647
3449,,68980,304520,6264771,30310,67642
3450,,69000,304476,6266417,30322,67638
3451,,69020,304539,6269628,30335,67641
3452,,69040,304607,6272922,30347,67645
3453,,69060,304623,6272486,30360,67629
3454,,69080,304576,6267490,30372,67590
3455,,69100,304529,6262495,30384,67551
3456,,69120,304311,6261254,30389,67540
3457,,69140,304084,6260211,30393,67530
3458,,69160,304115,6260107,30397,67525
3459,,69180,304461,6261150,30401,67526
3460,,69200,304807,6262193,30406,67527
3461,,69220,304688,6258647,30410,67504
3462,,69240,304544,6254859,30414,67480
3463,,69260,304488,6251664,30418,67459
3464,,69280,304539,6249194,30422,67442
3465,,69300,304589,6246724,30426,67424
3466,,69320,304957,6245870,30430,67415
3467,,69340,305342,6245102,30435,67407
3468,,69360,305356,6239565,30439,67374
3469,,69380,304917,6228202,30443,67310
3470,,69400,304478,6216838,30447,67245
3471,,69420,304747,6208291,30471,67175
3472,,69440,305053,6199892,30496,67103
3473,,69460,305197,6198755,30521,67071
3474,,69480,305142,6206496,30545,67085
3475,,69500,305088,6214236,30570,67099
3476,,69520,304895,6225888,30595,67134
3477,,69540,304693,6237745,30620,67170
3478,,69560,304502,6247626,30645,67195
3479,,69580,304322,6255092,30670,67208
3480,,69600,304142,6262558,30694,67220
3481,,69620,303962,6265539,30708,67222
3482,,69640,303782,6268284,30720,67223
3483,,69660,303663,6267125,30732,67204
3484,,69680,303620,6261197,30745,67159
3485,,69700,303576,6255268,30757,67115
3486,,69720,303833,6258727,30770,67120
3487,,69740,304106,6262679,30782,67127
3488,,69760,304142,6267965,30795,67142
3489,,69780,303886,6274882,30807,67165
3490,,69800,303631,6281799,30819,67188
3491,,69820,303776,6291115,30832,67223
3492,,69840,303942,6300557,30844,67259
3493,,69860,304072,6307109,30857,67280
3494,,69880,304157,6310128,30869,67282
3495,,69900,304243,6313147,30882,67285
3496,,69920,304378,6307510,30894,67242
3497,,69940,304516,6301417,30906,67198
3498,,69960,304457,6298436,30919,67169
3499,,69980,304158,6299259,30931,67160
3500,,70000,303860,6300083,30944,67151
3501,,70020,304132,6294752,30956,67110
3502,,70040,304434,6289098,30969,67067
3503,,70060,304535,6282776,30981,67021
3504,,70080,304391,6275640,30993,66970
3505,,70100,304246,6268503,31006,66919
3506,,70120,304222,6282697,31030,66968
3507,,70140,304204,6298013,31055,67022
3508,,70160,304266,6308882,31080,67053
3509,,70180,304425,6314316,31105,67055
3510,,70200,304584,6319751,31129,67057
3511,,70220,304308,6319867,31119,67068
3512,,70240,304009,6319702,31106,67081
3513,,70260,303857,6316326,31094,67076
3514,,70280,303886,6309024,31082,67051
3515,,70300,303914,6301724,31069,67026
3516,,70320,303761,6302767,31080,67020
3517,,70340,303599,6304249,31093,67015
3518,,70360,303604,6304298,31105,67002
3519,,70380,303813,6302596,31118,66979
3520,,70400,304022,6300895,31130,66957
3521,,70420,303985,6284069,31154,66843
3522,,70440,303934,6266448,31179,66723
3523,,70460,303825,6257941,31204,66652
3524,,70480,303646,6260577,31229,66639
3525,,70500,303466,6263211,31254,66627
3526,,70520,303935,6276902,31279,66673
3527,,70540,304438,6291175,31303,66722
3528,,70560,304582,6306214,31328,66775
3529,,70580,304285,6322189,31353,66832
3530,,70600,303989,6338164,31378,66890
3531,,70620,303758,6348141,31387,66932
3532,,70640,303531,6357802,31395,66974
3533,,70660,303576,6359460,31404,66974
3534,,70680,303952,6351335,31412,66923
3535,,70700,304329,6343211,31420,66872
3536,,70720,304418,6344161,31429,66868
3537,,70740,304492,6345588,31437,66867
3538,,70760,304432,6348498,31445,66873
3539,,70780,304209,6353219,31453,66889
3540,,70800,303985,6357940,31462,66905
3541,,70820,303972,6350666,31470,66858
3542,,70840,303969,6342761,31478,66808
3543,,70860,303978,6339055,31487,66780
3544,,70880,304001,6340483,31495,66779
3545,,70900,304023,6341910,31503,66778
3546,,70920,304024,6357835,31539,66823
3547,,70940,304024,6374523,31576,66871
3548,,70960,304147,6380565,31614,66863
3549,,70980,304420,6373593,31651,66788
3550,,71000,304693,6366622,31688,66712
3551,,71020,304659,6361058,31702,66669
3552,,71040,304610,6355568,31714,66627
3553,,71060,304655,6362899,31727,66652
3554,,71080,304816,6385901,31739,66759
3555,,71100,304978,6408902,31751,66866
3556,,71120,304917,6414172,31740,66905
3557,,71140,304846,6418509,31728,66940
3558,,71160,304602,6420079,31715,66961
3559,,71180,304148,6418268,31703,66965
3560,,71200,303694,6416456,31691,66968
3561,,71220,303809,6396756,31714,66842
3562,,71240,303953,6376116,31738,66709
3563,,71260,304133,6353993,31763,66567
3564,,71280,304357,6330058,31788,66414
3565,,71300,304580,6306124,31813,66260
3566,,71320,304763,6307534,31850,66229
3567,,71340,304943,6310279,31887,66204
3568,,71360,305030,6323226,31924,66234
3569,,71380,305004,6348643,31961,66329
3570,,71400,304978,6374060,31999,66425
3571,,71420,304957,6414913,32012,66623
3572,,71440,304936,6456579,32025,66826
3573,,71460,304770,6493725,32037,67004
3574,,71480,304428,6525345,32050,67150
3575,,71500,304085,6556964,32062,67297
3576,,71520,304030,6576172,32075,67380
3577,,71540,303990,6594728,32087,67459
3578,,71560,303978,6603179,32099,67488
3579,,71580,304001,6599281,32112,67456
3580,,71600,304023,6595383,32124,67425
3581,,71620,304154,6564784,32137,67259
3582,,71640,304290,6532780,32149,67086
3583,,71660,304261,6490203,32162,66856
3584,,71680,304031,6434703,32174,66556
3585,,71700,303800,6379204,32186,66255
3586,,71720,304032,6342479,32199,66045
3587,,71740,304289,6306741,32211,65840
3588,,71760,304232,6269521,32224,65624
3589,,71780,303792,6230491,32236,65395
3590,,71800,303352,6191460,32249,65165
3591,,71820,303166,6324371,32237,65884
3592,,71840,302993,6466332,32225,66652
3593,,71860,302836,6501550,32213,66857
3594,,71880,302700,6406306,32200,66373
3595,,71900,302564,6311062,32188,65889
3596,,71920,302646,6659206,32175,67541
3597,,71940,302740,7030686,32163,69305
3598,,71960,302934,7129246,32150,69808
3599,,71980,303251,6894237,32138,68770
3600,,72000,303567,6659228,32126,67731
3601,,72020,303535,6456343,32089,66712
3602,,72040,303484,6255150,32052,65695
3603,,72060,303499,6172729,32015,65309
3604,,72080,303593,6235475,31978,65696
3605,,72100,303687,6298221,31940,66082
3606,,72120,303732,6357004,31962,66370
3607,,72140,303774,6415578,31987,66652
3608,,72160,303798,6456785,32012,66842
3609,,72180,303798,6476768,32037,66918
3610,,72200,303798,6496750,32062,66995
3611,,72220,303798,6510525,32075,67051
3612,,72240,303798,6523975,32087,67106
3613,,72260,303675,6534164,32099,67145
3614,,72280,303402,6540367,32112,67163
3615,,72300,303129,6546570,32124,67182
3616,,72320,303228,6530401,32149,67075
3617,,72340,303347,6513054,32173,66962
3618,,72360,303411,6497831,32198,66859
3619,,72380,303407,6485205,32223,66769
3620,,72400,303404,6472579,32248,66679
3621,,72420,303578,6476432,32261,66685
3622,,72440,303761,6481153,32273,66697
3623,,72460,304014,6475746,32286,66656
3624,,72480,304352,6457960,32298,66551
3625,,72500,304689,6440173,32311,66446
3626,,72520,305048,6400066,32299,66245
3627,,72540,305408,6358785,32287,66040
3628,,72560,305430,6328150,32275,65890
3629,,72580,305038,6310529,32262,65808
3630,,72600,304646,6292907,32250,65725
3631,,72620,304418,6287072,32226,65719
3632,,72640,304198,6281856,32201,65717
3633,,72660,304067,6275579,32176,65710
3634,,72680,304046,6268004,32151,65695
3635,,72700,304025,6260428,32126,65680
3636,,72720,303894,6262813,32149,65669
3637,,72740,303758,6265723,32173,65658
3638,,72760,303694,6269398,32198,65652
3639,,72780,303719,6274009,32223,65651
3640,,72800,303743,6278621,32248,65649
3641,,72820,303635,6258356,32285,65498
3642,,72840,303520,6236782,32322,65339
3643,,72860,303406,6214170,32359,65173
3644,,72880,303295,6190291,32396,64998
3645,,72900,303183,6166411,32434,64823
3646,,72920,303416,6163652,32424,64818
3647,,72940,303668,6162005,32411,64822
3648,,72960,303784,6156628,32399,64805
3649,,72980,303735,6146692,32386,64761
3650,,73000,303685,6136756,32374,64718
3651,,73020,303706,6819178,32326,67793
3652,,73040,303731,7538039,32277,71032
3653,,73060,303816,8115302,32227,73383
3654,,73080,303975,8519500,32177,74649
3655,,73100,304134,8923698,32127,75915
3656,,73120,304442,8651653,32137,75109
3657,,73140,304759,8344017,32149,74195
3658,,73160,304879,7905281,32162,72625
3659,,73180,304760,7306312,32174,70253
3660,,73200,304642,6707343,32186,67880
3661,,73220,304639,6941592,32199,68906
3662,,73240,304643,7219695,32211,70111
3663,,73260,304469,7588557,32224,71506
3664,,73280,304080,8068347,32236,73132
3665,,73300,303691,8548137,32249,74758
3666,,73320,303873,8618541,32273,74955
3667,,73340,304086,8667398,32298,75078
3668,,73360,304344,8666107,32322,75054
3669,,73380,304657,8603526,32347,74852
3670,,73400,304970,8540944,32372,74651
3671,,73420,305114,8455000,32350,74407
3672,,73440,305249,8367825,32325,74161
3673,,73460,305112,8283813,32300,73920
3674,,73480,304640,8203664,32275,73684
3675,,73500,304168,8123517,32250,73448
3676,,73520,304013,8091400,32226,73363
3677,,73540,303874,8061811,32201,73286
3678,,73560,303735,8044475,32176,73250
3679,,73580,303595,8042114,32151,73263
3680,,73600,303455,8039754,32126,73275
3681,,73620,303077,8042400,32066,73334
3682,,73640,302686,8045310,32004,73396
3683,,73660,302553,8035694,31942,73415
3684,,73680,302734,8010772,31879,73384
3685,,73700,302915,7985849,31817,73354
3686,,73720,303266,7977823,31796,73344
3687,,73740,303626,7970687,31778,73336
3688,,73760,303639,7974173,31759,73363
3689,,73780,303227,7990642,31741,73434
3690,,73800,302815,8007110,31722,73504
3691,,73820,303197,8012523,31703,73537
3692,,73840,303621,8017354,31685,73569
3693,,73860,303830,8013934,31666,73573
3694,,73880,303777,8000429,31647,73544
3695,,73900,303724,7986925,31629,73515
3696,,73920,303865,7981660,31569,73548
3697,,73940,304017,7976830,31507,73584
3698,,73960,304096,7979064,31444,73643
3699,,73980,304085,7989934,31382,73731
3700,,74000,304075,8000803,31320,73819
3701,,74020,304188,8025701,31270,73942
3702,,74040,304308,8051337,31220,74066
3703,,74060,304487,8075146,31170,74184
3704,,74080,304737,8096719,31121,74293
3705,,74100,304988,8118293,31071,74403
3706,,74120,305123,8124535,31080,74415
3707,,74140,305253,8129970,31093,74422
3708,,74160,305301,8146694,31105,74464
3709,,74180,305250,8177216,31118,74549
3710,,74200,305200,8207737,31130,74634
3711,,74220,304978,8266839,31107,74832
3712,,74240,304748,8327443,31082,75035
3713,,74260,304563,8398029,31057,75264
3714,,74280,304433,8480813,31033,75524
3715,,74300,304304,8563596,31008,75783
3716,,74320,304079,8613366,30983,75942
3717,,74340,303848,8661399,30958,76095
3718,,74360,303916,8708050,30933,76242
3719,,74380,304349,8753010,30908,76383
3720,,74400,304782,8797970,30883,76523
3721,,74420,304601,8834221,30847,76647
3722,,74440,304388,8870013,30809,76769
3723,,74460,304227,8893725,30772,76860
3724,,74480,304128,8902673,30735,76911
3725,,74500,304029,8911621,30698,76962
3726,,74520,304424,8912381,30690,76970
3727,,74540,304845,8912711,30684,76975
3728,,74560,304814,8914621,30677,76985
